feature: workclass, value: Private, precision: 0.72, recall: 0.60, fbeta: 0.66, num_samples: 4531
feature: relationship, value: Wife, precision: 0.74, recall: 0.65, fbeta: 0.69, num_samples: 298
feature: race, value: White, precision: 0.72, recall: 0.61, fbeta: 0.66, num_samples: 5567
feature: race, value: Black, precision: 0.69, recall: 0.64, fbeta: 0.66, num_samples: 628
feature: race, value: Asian-Pac-Islander, precision: 0.69, recall: 0.66, fbeta: 0.68, num_samples: 207
feature: race, value: Amer-Indian-Eskimo, precision: 0.00, recall: 0.00, fbeta: 0.00, num_samples: 57
feature: race, value: Other, precision: 0.60, recall: 0.50, fbeta: 0.55, num_samples: 54
feature: sex, value: Male, precision: 0.71, recall: 0.62, fbeta: 0.66, num_samples: 4297
feature: sex, value: Female, precision: 0.76, recall: 0.55, fbeta: 0.64, num_samples: 2216
feature: native-country, value: United-States, precision: 0.71, recall: 0.61, fbeta: 0.66, num_samples: 5854
feature: native-country, value: Hong, precision: 1.00, recall: 0.50, fbeta: 0.67, num_samples: 2
feature: native-country, value: Philippines, precision: 0.55, recall: 0.55, fbeta: 0.55, num_samples: 32
feature: native-country, value: ?, precision: 0.83, recall: 0.80, fbeta: 0.82, num_samples: 92
feature: native-country, value: Italy, precision: 1.00, recall: 0.33, fbeta: 0.50, num_samples: 15
feature: native-country, value: Mexico, precision: 0.50, recall: 0.25, fbeta: 0.33, num_samples: 138
feature: native-country, value: Cuba, precision: 1.00, recall: 0.57, fbeta: 0.73, num_samples: 19
feature: native-country, value: Haiti, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 7
feature: native-country, value: England, precision: 0.67, recall: 0.67, fbeta: 0.67, num_samples: 13
feature: native-country, value: Germany, precision: 0.88, recall: 0.78, fbeta: 0.82, num_samples: 32
feature: native-country, value: Canada, precision: 0.83, recall: 0.83, fbeta: 0.83, num_samples: 15
feature: native-country, value: Iran, precision: 0.60, recall: 1.00, fbeta: 0.75, num_samples: 8
feature: native-country, value: Vietnam, precision: 1.00, recall: 0.00, fbeta: 0.00, num_samples: 19
feature: native-country, value: China, precision: 0.75, recall: 0.60, fbeta: 0.67, num_samples: 14
feature: native-country, value: El-Salvador, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 23
feature: native-country, value: Laos, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 5
feature: native-country, value: South, precision: 0.50, recall: 0.50, fbeta: 0.50, num_samples: 12
feature: native-country, value: India, precision: 0.70, recall: 0.88, fbeta: 0.78, num_samples: 20
feature: native-country, value: France, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 6
feature: native-country, value: Puerto-Rico, precision: 0.50, recall: 1.00, fbeta: 0.67, num_samples: 23
feature: native-country, value: Poland, precision: 0.50, recall: 0.50, fbeta: 0.50, num_samples: 16
feature: native-country, value: Jamaica, precision: 0.67, recall: 0.67, fbeta: 0.67, num_samples: 17
feature: native-country, value: Taiwan, precision: 1.00, recall: 0.50, fbeta: 0.67, num_samples: 9
feature: native-country, value: Portugal, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 9
feature: native-country, value: Guatemala, precision: 1.00, recall: 0.00, fbeta: 0.00, num_samples: 11
feature: native-country, value: Dominican-Republic, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 18
feature: native-country, value: Outlying-US(Guam-USVI-etc), precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 3
feature: native-country, value: Ireland, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 2
feature: native-country, value: Japan, precision: 0.78, recall: 0.88, fbeta: 0.82, num_samples: 18
feature: native-country, value: Cambodia, precision: 0.00, recall: 1.00, fbeta: 0.00, num_samples: 4
feature: native-country, value: Peru, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 4
feature: native-country, value: Greece, precision: 0.33, recall: 1.00, fbeta: 0.50, num_samples: 6
feature: native-country, value: Columbia, precision: 0.00, recall: 1.00, fbeta: 0.00, num_samples: 18
feature: native-country, value: Trinadad&Tobago, precision: 1.00, recall: 0.00, fbeta: 0.00, num_samples: 8
feature: native-country, value: Ecuador, precision: 0.50, recall: 1.00, fbeta: 0.67, num_samples: 6
feature: native-country, value: Thailand, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 4
feature: native-country, value: Scotland, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 1
feature: native-country, value: Honduras, precision: 1.00, recall: 1.00, fbeta: 1.00, num_samples: 3
feature: native-country, value: Nicaragua, precision: 0.00, recall: 1.00, fbeta: 0.00, num_samples: 4
feature: native-country, value: Yugoslavia, precision: 1.00, recall: 0.00, fbeta: 0.00, num_samples: 3
